user_id,product_name,category,order_date,quantity
27,Mango,Fruit,2025-08-15,1
27,Broccoli,Vegetable,2025-08-20,5
27,Cucumber,Vegetable,2025-08-29,3
27,Banana,Fruit,2025-09-12,5
27,Mango,Fruit,2025-09-19,1
27,Spinach,Vegetable,2025-09-21,2
27,Cucumber,Vegetable,2025-09-25,2
27,Spinach,Vegetable,2025-09-27,2
27,Spinach,Vegetable,2025-10-13,1
27,Spinach,Vegetable,2025-11-04,1
27,Mango,Fruit,2025-11-28,4
27,Banana,Fruit,2025-12-13,1
27,Mango,Fruit,2025-12-14,4
27,Spinach,Vegetable,2025-12-23,3
27,Mango,Fruit,2025-12-27,3
27,Orange,Fruit,2025-12-28,1
28,Cucumber,Vegetable,2025-01-08,1
28,Mango,Fruit,2025-01-19,4
28,Apple,Fruit,2025-02-10,1
28,Banana,Fruit,2025-02-10,2
28,Banana,Fruit,2025-02-15,5
28,Banana,Fruit,2025-02-28,1
28,Apple,Fruit,2025-03-31,5
28,Broccoli,Vegetable,2025-04-19,4
28,Cucumber,Vegetable,2025-05-16,3
28,Cucumber,Vegetable,2025-05-27,4
28,Banana,Fruit,2025-06-07,5
28,Apple,Fruit,2025-06-24,4
28,Strawberry,Fruit,2025-07-08,1
28,Strawberry,Fruit,2025-07-21,2
28,Strawberry,Fruit,2025-08-13,4
28,Cucumber,Vegetable,2025-08-21,1
28,Mango,Fruit,2025-08-25,4
28,Broccoli,Vegetable,2025-09-23,2
28,Mango,Fruit,2025-09-24,3
28,Strawberry,Fruit,2025-10-28,2
28,Mango,Fruit,2025-11-14,2
28,Cucumber,Vegetable,2025-11-20,1
29,Carrot,Vegetable,2025-01-07,4
29,Carrot,Vegetable,2025-01-30,2
29,Broccoli,Vegetable,2025-02-06,2
29,Carrot,Vegetable,2025-02-08,4
29,Orange,Fruit,2025-02-11,2
29,Grapes,Fruit,2025-03-05,5
29,Mango,Fruit,2025-03-14,5
29,Mango,Fruit,2025-03-28,4
29,Grapes,Fruit,2025-04-19,4
29,Mango,Fruit,2025-04-23,5
29,Apple,Fruit,2025-04-26,4
29,Grapes,Fruit,2025-05-06,3
29,Apple,Fruit,2025-05-07,1
29,Mango,Fruit,2025-05-26,4
29,Grapes,Fruit,2025-06-04,5
29,Mango,Fruit,2025-06-05,4
29,Apple,Fruit,2025-06-16,2
29,Carrot,Vegetable,2025-07-12,4
29,Mango,Fruit,2025-09-07,1
29,Carrot,Vegetable,2025-09-17,2
29,Grapes,Fruit,2025-09-19,3
29,Grapes,Fruit,2025-09-25,3
29,Carrot,Vegetable,2025-10-12,5
29,Carrot,Vegetable,2025-10-21,4
29,Mango,Fruit,2025-10-28,2
29,Carrot,Vegetable,2025-11-01,5
29,Grapes,Fruit,2025-11-05,3
29,Grapes,Fruit,2025-11-09,4
29,Potato,Vegetable,2025-12-10,3
29,Strawberry,Fruit,2025-12-16,2
29,Tomato,Vegetable,2025-12-26,3
29,Grapes,Fruit,2025-12-29,3
29,Spinach,Vegetable,2025-12-30,2
30,Strawberry,Fruit,2025-01-12,1
30,Banana,Fruit,2025-03-05,3
30,Onion,Vegetable,2025-03-11,2
30,Onion,Vegetable,2025-03-23,4
30,Banana,Fruit,2025-04-02,5
30,Strawberry,Fruit,2025-05-15,3
30,Potato,Vegetable,2025-05-25,5
30,Strawberry,Fruit,2025-05-29,3
30,Orange,Fruit,2025-06-14,5
30,Strawberry,Fruit,2025-06-18,3
30,Potato,Vegetable,2025-07-03,4
30,Potato,Vegetable,2025-08-02,1
30,Potato,Vegetable,2025-08-02,3
30,Banana,Fruit,2025-08-04,3
30,Potato,Vegetable,2025-08-10,3
30,Potato,Vegetable,2025-08-13,3
30,Potato,Vegetable,2025-08-30,1
30,Potato,Vegetable,2025-09-30,3
30,Potato,Vegetable,2025-10-09,1
30,Broccoli,Vegetable,2025-10-14,2
30,Cucumber,Vegetable,2025-10-25,5
30,Potato,Vegetable,2025-10-27,3
30,Cucumber,Vegetable,2025-10-31,4
30,Onion,Vegetable,2025-11-06,5
30,Banana,Fruit,2025-11-21,5
30,Potato,Vegetable,2025-11-24,4
30,Banana,Fruit,2025-12-20,3
30,Grapes,Fruit,2025-12-31,3
